Amount,School Year,Region,Grade Level,Gender
"54,511",2018-2019,Region VIII - Eastern Visayas,Grade 5,Male
"45,750",2018-2019,Region IX - Zamboanga Peninsula,Grade 5,Male
"54,538",2018-2019,Region X - Northern Mindanao,Grade 5,Male
"54,228",2018-2019,Region XI - Davao Region,Grade 5,Male
"54,084",2018-2019,Region XII - Soccsksargen,Grade 5,Male
"33,306",2018-2019,CARAGA - CARAGA,Grade 5,Male
"36,370",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 5,Male
"17,569",2018-2019,CAR - Cordillera Administrative Region,Grade 5,Male
"99,301",2018-2019,NCR - National Capital Region,Grade 5,Male
"48,739",2018-2019,Region I - Ilocos Region,Grade 5,Female
"35,499",2018-2019,Region II - Cagayan Valley,Grade 5,Female
"108,076",2018-2019,Region III - Central Luzon,Grade 5,Female
"133,627",2018-2019,Region IV-A - CALABARZON,Grade 5,Female
"35,296",2018-2019,Region IV-B - MIMAROPA,Grade 5,Female
"67,995",2018-2019,Region V - Bicol Region,Grade 5,Female
"78,702",2018-2019,Region VI - Western Visayas,Grade 5,Female
"77,722",2018-2019,Region VII - Central Visayas,Grade 5,Female
"50,728",2018-2019,Region VIII - Eastern Visayas,Grade 5,Female
"42,730",2018-2019,Region IX - Zamboanga Peninsula,Grade 5,Female
"50,702",2018-2019,Region X - Northern Mindanao,Grade 5,Female
"50,957",2018-2019,Region XI - Davao Region,Grade 5,Female
"51,161",2018-2019,Region XII - Soccsksargen,Grade 5,Female
"30,860",2018-2019,CARAGA - CARAGA,Grade 5,Female
"38,484",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 5,Female
"16,085",2018-2019,CAR - Cordillera Administrative Region,Grade 5,Female
"94,872",2018-2019,NCR - National Capital Region,Grade 5,Female
"49,086",2019-2020,Region I - Ilocos Region,Grade 5,Male
"36,565",2019-2020,Region II - Cagayan Valley,Grade 5,Male
"107,350",2019-2020,Region III - Central Luzon,Grade 5,Male
"137,106",2019-2020,Region IV-A - CALABARZON,Grade 5,Male
"36,040",2019-2020,Region IV-B - MIMAROPA,Grade 5,Male
"68,177",2019-2020,Region V - Bicol Region,Grade 5,Male
"79,815",2019-2020,Region VI - Western Visayas,Grade 5,Male
"80,963",2019-2020,Region VII - Central Visayas,Grade 5,Male
"49,384",2019-2020,Region VIII - Eastern Visayas,Grade 5,Male
"41,859",2019-2020,Region IX - Zamboanga Peninsula,Grade 5,Male
"53,396",2019-2020,Region X - Northern Mindanao,Grade 5,Male
"54,492",2019-2020,Region XI - Davao Region,Grade 5,Male
"52,223",2019-2020,Region XII - Soccsksargen,Grade 5,Male
"31,835",2019-2020,CARAGA - CARAGA,Grade 5,Male
"35,339",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 5,Male
"16,564",2019-2020,CAR - Cordillera Administrative Region,Grade 5,Male
"93,300",2019-2020,NCR - National Capital Region,Grade 5,Male
"45,706",2019-2020,Region I - Ilocos Region,Grade 5,Female
"34,388",2019-2020,Region II - Cagayan Valley,Grade 5,Female
"100,577",2019-2020,Region III - Central Luzon,Grade 5,Female
"129,683",2019-2020,Region IV-A - CALABARZON,Grade 5,Female
"33,868",2019-2020,Region IV-B - MIMAROPA,Grade 5,Female
"63,077",2019-2020,Region V - Bicol Region,Grade 5,Female
"73,416",2019-2020,Region VI - Western Visayas,Grade 5,Female
"75,175",2019-2020,Region VII - Central Visayas,Grade 5,Female
"45,762",2019-2020,Region VIII - Eastern Visayas,Grade 5,Female
"39,417",2019-2020,Region IX - Zamboanga Peninsula,Grade 5,Female
"49,385",2019-2020,Region X - Northern Mindanao,Grade 5,Female
"51,667",2019-2020,Region XI - Davao Region,Grade 5,Female
"49,391",2019-2020,Region XII - Soccsksargen,Grade 5,Female
"29,939",2019-2020,CARAGA - CARAGA,Grade 5,Female
"36,992",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 5,Female
"15,552",2019-2020,CAR - Cordillera Administrative Region,Grade 5,Female
"89,489",2019-2020,NCR - National Capital Region,Grade 5,Female
"46,944",2020-2021,Region I - Ilocos Region,Grade 5,Male
"34,487",2020-2021,Region II - Cagayan Valley,Grade 5,Male
"103,224",2020-2021,Region III - Central Luzon,Grade 5,Male
"126,135",2020-2021,Region IV-A - CALABARZON,Grade 5,Male
"34,809",2020-2021,Region IV-B - MIMAROPA,Grade 5,Male
"65,397",2020-2021,Region V - Bicol Region,Grade 5,Male
"76,795",2020-2021,Region VI - Western Visayas,Grade 5,Male
"75,207",2020-2021,Region VII - Central Visayas,Grade 5,Male
"48,378",2020-2021,Region VIII - Eastern Visayas,Grade 5,Male
"38,656",2020-2021,Region IX - Zamboanga Peninsula,Grade 5,Male
"50,379",2020-2021,Region X - Northern Mindanao,Grade 5,Male
"50,160",2020-2021,Region XI - Davao Region,Grade 5,Male
"48,495",2020-2021,Region XII - Soccsksargen,Grade 5,Male
"31,172",2020-2021,CARAGA - CARAGA,Grade 5,Male
"34,688",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 5,Male
"16,147",2020-2021,CAR - Cordillera Administrative Region,Grade 5,Male
"87,859",2020-2021,NCR - National Capital Region,Grade 5,Male
"43,650",2020-2021,Region I - Ilocos Region,Grade 5,Female
"32,407",2020-2021,Region II - Cagayan Valley,Grade 5,Female
"97,328",2020-2021,Region III - Central Luzon,Grade 5,Female
"119,914",2020-2021,Region IV-A - CALABARZON,Grade 5,Female
"32,618",2020-2021,Region IV-B - MIMAROPA,Grade 5,Female
"61,034",2020-2021,Region V - Bicol Region,Grade 5,Female
"71,391",2020-2021,Region VI - Western Visayas,Grade 5,Female
"69,801",2020-2021,Region VII - Central Visayas,Grade 5,Female
"45,180",2020-2021,Region VIII - Eastern Visayas,Grade 5,Female
"36,831",2020-2021,Region IX - Zamboanga Peninsula,Grade 5,Female
"47,119",2020-2021,Region X - Northern Mindanao,Grade 5,Female
"47,815",2020-2021,Region XI - Davao Region,Grade 5,Female
"46,375",2020-2021,Region XII - Soccsksargen,Grade 5,Female
"28,986",2020-2021,CARAGA - CARAGA,Grade 5,Female
"35,657",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 5,Female
"14,774",2020-2021,CAR - Cordillera Administrative Region,Grade 5,Female
"83,769",2020-2021,NCR - National Capital Region,Grade 5,Female
"54,243",2016-2017,Region I - Ilocos Region,Grade 6,Male
"36,500",2016-2017,Region II - Cagayan Valley,Grade 6,Male
"112,402",2016-2017,Region III - Central Luzon,Grade 6,Male
"139,416",2016-2017,Region IV-A - CALABARZON,Grade 6,Male
"39,368",2016-2017,Region IV-B - MIMAROPA,Grade 6,Male
"83,190",2016-2017,Region V - Bicol Region,Grade 6,Male
"89,439",2016-2017,Region VI - Western Visayas,Grade 6,Male
"86,259",2016-2017,Region VII - Central Visayas,Grade 6,Male
"59,389",2016-2017,Region VIII - Eastern Visayas,Grade 6,Male
"46,238",2016-2017,Region IX - Zamboanga Peninsula,Grade 6,Male
"54,358",2016-2017,Region X - Northern Mindanao,Grade 6,Male
"57,252",2016-2017,Region XI - Davao Region,Grade 6,Male
"52,157",2016-2017,Region XII - Soccsksargen,Grade 6,Male
"34,418",2016-2017,CARAGA - CARAGA,Grade 6,Male
"30,693",2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Male
"18,043",2016-2017,CAR - Cordillera Administrative Region,Grade 6,Male
"99,180",2016-2017,NCR - National Capital Region,Grade 6,Male
"50,309",2016-2017,Region I - Ilocos Region,Grade 6,Female
"34,300",2016-2017,Region II - Cagayan Valley,Grade 6,Female
"105,990",2016-2017,Region III - Central Luzon,Grade 6,Female
"131,882",2016-2017,Region IV-A - CALABARZON,Grade 6,Female
"37,525",2016-2017,Region IV-B - MIMAROPA,Grade 6,Female
"77,855",2016-2017,Region V - Bicol Region,Grade 6,Female
"84,008",2016-2017,Region VI - Western Visayas,Grade 6,Female
"82,390",2016-2017,Region VII - Central Visayas,Grade 6,Female
"56,097",2016-2017,Region VIII - Eastern Visayas,Grade 6,Female
"44,786",2016-2017,Region IX - Zamboanga Peninsula,Grade 6,Female
"52,944",2016-2017,Region X - Northern Mindanao,Grade 6,Female
"55,298",2016-2017,Region XI - Davao Region,Grade 6,Female
"51,437",2016-2017,Region XII - Soccsksargen,Grade 6,Female
"32,546",2016-2017,CARAGA - CARAGA,Grade 6,Female
"35,623",2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Female
"16,661",2016-2017,CAR - Cordillera Administrative Region,Grade 6,Female
"95,793",2016-2017,NCR - National Capital Region,Grade 6,Female
"57,064",2017-2018,Region I - Ilocos Region,Grade 6,Male
"39,947",2017-2018,Region II - Cagayan Valley,Grade 6,Male
"119,450",2017-2018,Region III - Central Luzon,Grade 6,Male
"153,564",2017-2018,Region IV-A - CALABARZON,Grade 6,Male
"42,585",2017-2018,Region IV-B - MIMAROPA,Grade 6,Male
"92,448",2017-2018,Region V - Bicol Region,Grade 6,Male
"104,668",2017-2018,Region VI - Western Visayas,Grade 6,Male
"100,278",2017-2018,Region VII - Central Visayas,Grade 6,Male
"61,829",2017-2018,Region VIII - Eastern Visayas,Grade 6,Male
"53,761",2017-2018,Region IX - Zamboanga Peninsula,Grade 6,Male
"59,863",2017-2018,Region X - Northern Mindanao,Grade 6,Male
"64,365",2017-2018,Region XI - Davao Region,Grade 6,Male
"57,085",2017-2018,Region XII - Soccsksargen,Grade 6,Male
"35,450",2017-2018,CARAGA - CARAGA,Grade 6,Male
"32,441",2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Male
"19,279",2017-2018,CAR - Cordillera Administrative Region,Grade 6,Male
"102,740",2017-2018,NCR - National Capital Region,Grade 6,Male
"50,539",2017-2018,Region I - Ilocos Region,Grade 6,Female
"36,591",2017-2018,Region II - Cagayan Valley,Grade 6,Female
"109,270",2017-2018,Region III - Central Luzon,Grade 6,Female
"139,717",2017-2018,Region IV-A - CALABARZON,Grade 6,Female
"37,785",2017-2018,Region IV-B - MIMAROPA,Grade 6,Female
"80,470",2017-2018,Region V - Bicol Region,Grade 6,Female
"90,698",2017-2018,Region VI - Western Visayas,Grade 6,Female
"89,566",2017-2018,Region VII - Central Visayas,Grade 6,Female
"55,372",2017-2018,Region VIII - Eastern Visayas,Grade 6,Female
"48,877",2017-2018,Region IX - Zamboanga Peninsula,Grade 6,Female
"55,583",2017-2018,Region X - Northern Mindanao,Grade 6,Female
"59,414",2017-2018,Region XI - Davao Region,Grade 6,Female
"53,928",2017-2018,Region XII - Soccsksargen,Grade 6,Female
"32,595",2017-2018,CARAGA - CARAGA,Grade 6,Female
"36,523",2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Female
"17,246",2017-2018,CAR - Cordillera Administrative Region,Grade 6,Female
"96,540",2017-2018,NCR - National Capital Region,Grade 6,Female
"54,463",2018-2019,Region I - Ilocos Region,Grade 6,Male
"37,137",2018-2019,Region II - Cagayan Valley,Grade 6,Male
"114,390",2018-2019,Region III - Central Luzon,Grade 6,Male
"141,337",2018-2019,Region IV-A - CALABARZON,Grade 6,Male
"37,009",2018-2019,Region IV-B - MIMAROPA,Grade 6,Male
"76,549",2018-2019,Region V - Bicol Region,Grade 6,Male
"88,476",2018-2019,Region VI - Western Visayas,Grade 6,Male
"84,336",2018-2019,Region VII - Central Visayas,Grade 6,Male
"55,379",2018-2019,Region VIII - Eastern Visayas,Grade 6,Male
"45,688",2018-2019,Region IX - Zamboanga Peninsula,Grade 6,Male
"54,665",2018-2019,Region X - Northern Mindanao,Grade 6,Male
"57,217",2018-2019,Region XI - Davao Region,Grade 6,Male
"52,426",2018-2019,Region XII - Soccsksargen,Grade 6,Male
"32,541",2018-2019,CARAGA - CARAGA,Grade 6,Male
"33,618",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Male
"17,865",2018-2019,CAR - Cordillera Administrative Region,Grade 6,Male
"98,667",2018-2019,NCR - National Capital Region,Grade 6,Male
"49,001",2018-2019,Region I - Ilocos Region,Grade 6,Female
"34,678",2018-2019,Region II - Cagayan Valley,Grade 6,Female
"106,799",2018-2019,Region III - Central Luzon,Grade 6,Female
"132,930",2018-2019,Region IV-A - CALABARZON,Grade 6,Female
"34,678",2018-2019,Region IV-B - MIMAROPA,Grade 6,Female
"70,121",2018-2019,Region V - Bicol Region,Grade 6,Female
"81,412",2018-2019,Region VI - Western Visayas,Grade 6,Female
"77,945",2018-2019,Region VII - Central Visayas,Grade 6,Female
"50,295",2018-2019,Region VIII - Eastern Visayas,Grade 6,Female
"43,114",2018-2019,Region IX - Zamboanga Peninsula,Grade 6,Female
"51,738",2018-2019,Region X - Northern Mindanao,Grade 6,Female
"53,649",2018-2019,Region XI - Davao Region,Grade 6,Female
"50,428",2018-2019,Region XII - Soccsksargen,Grade 6,Female
"30,371",2018-2019,CARAGA - CARAGA,Grade 6,Female
"37,001",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Female
"16,426",2018-2019,CAR - Cordillera Administrative Region,Grade 6,Female
"93,954",2018-2019,NCR - National Capital Region,Grade 6,Female
"52,709",2019-2020,Region I - Ilocos Region,Grade 6,Male
"37,230",2019-2020,Region II - Cagayan Valley,Grade 6,Male
"113,138",2019-2020,Region III - Central Luzon,Grade 6,Male
"140,296",2019-2020,Region IV-A - CALABARZON,Grade 6,Male
"36,594",2019-2020,Region IV-B - MIMAROPA,Grade 6,Male
"71,531",2019-2020,Region V - Bicol Region,Grade 6,Male
"84,039",2019-2020,Region VI - Western Visayas,Grade 6,Male
"81,791",2019-2020,Region VII - Central Visayas,Grade 6,Male
"53,174",2019-2020,Region VIII - Eastern Visayas,Grade 6,Male
"43,815",2019-2020,Region IX - Zamboanga Peninsula,Grade 6,Male
"53,071",2019-2020,Region X - Northern Mindanao,Grade 6,Male
"52,209",2019-2020,Region XI - Davao Region,Grade 6,Male
"52,549",2019-2020,Region XII - Soccsksargen,Grade 6,Male
"32,584",2019-2020,CARAGA - CARAGA,Grade 6,Male
"33,181",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Male
"17,281",2019-2020,CAR - Cordillera Administrative Region,Grade 6,Male
"97,626",2019-2020,NCR - National Capital Region,Grade 6,Male
"48,525",2019-2020,Region I - Ilocos Region,Grade 6,Female
"35,369",2019-2020,Region II - Cagayan Valley,Grade 6,Female
"107,523",2019-2020,Region III - Central Luzon,Grade 6,Female
"133,566",2019-2020,Region IV-A - CALABARZON,Grade 6,Female
"34,815",2019-2020,Region IV-B - MIMAROPA,Grade 6,Female
"67,405",2019-2020,Region V - Bicol Region,Grade 6,Female
"78,268",2019-2020,Region VI - Western Visayas,Grade 6,Female
"77,265",2019-2020,Region VII - Central Visayas,Grade 6,Female
"50,150",2019-2020,Region VIII - Eastern Visayas,Grade 6,Female
"42,098",2019-2020,Region IX - Zamboanga Peninsula,Grade 6,Female
"50,240",2019-2020,Region X - Northern Mindanao,Grade 6,Female
"50,372",2019-2020,Region XI - Davao Region,Grade 6,Female
"50,467",2019-2020,Region XII - Soccsksargen,Grade 6,Female
"30,511",2019-2020,CARAGA - CARAGA,Grade 6,Female
"36,393",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Female
"16,052",2019-2020,CAR - Cordillera Administrative Region,Grade 6,Female
"94,164",2019-2020,NCR - National Capital Region,Grade 6,Female
"49,362",2020-2021,Region I - Ilocos Region,Grade 6,Male
"36,499",2020-2021,Region II - Cagayan Valley,Grade 6,Male
"106,437",2020-2021,Region III - Central Luzon,Grade 6,Male
"135,106",2020-2021,Region IV-A - CALABARZON,Grade 6,Male
"35,062",2020-2021,Region IV-B - MIMAROPA,Grade 6,Male
"65,292",2020-2021,Region V - Bicol Region,Grade 6,Male
"79,057",2020-2021,Region VI - Western Visayas,Grade 6,Male
"79,295",2020-2021,Region VII - Central Visayas,Grade 6,Male
"48,775",2020-2021,Region VIII - Eastern Visayas,Grade 6,Male
"40,106",2020-2021,Region IX - Zamboanga Peninsula,Grade 6,Male
"51,527",2020-2021,Region X - Northern Mindanao,Grade 6,Male
"51,425",2020-2021,Region XI - Davao Region,Grade 6,Male
"51,027",2020-2021,Region XII - Soccsksargen,Grade 6,Male
"31,266",2020-2021,CARAGA - CARAGA,Grade 6,Male
"31,798",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Male
"16,544",2020-2021,CAR - Cordillera Administrative Region,Grade 6,Male
"91,716",2020-2021,NCR - National Capital Region,Grade 6,Male
"45,958",2020-2021,Region I - Ilocos Region,Grade 6,Female
"34,434",2020-2021,Region II - Cagayan Valley,Grade 6,Female
"100,791",2020-2021,Region III - Central Luzon,Grade 6,Female
"129,293",2020-2021,Region IV-A - CALABARZON,Grade 6,Female
"33,441",2020-2021,Region IV-B - MIMAROPA,Grade 6,Female
"61,137",2020-2021,Region V - Bicol Region,Grade 6,Female
"73,438",2020-2021,Region VI - Western Visayas,Grade 6,Female
"74,652",2020-2021,Region VII - Central Visayas,Grade 6,Female
"45,678",2020-2021,Region VIII - Eastern Visayas,Grade 6,Female
"38,481",2020-2021,Region IX - Zamboanga Peninsula,Grade 6,Female
"48,499",2020-2021,Region X - Northern Mindanao,Grade 6,Female
"49,807",2020-2021,Region XI - Davao Region,Grade 6,Female
"48,696",2020-2021,Region XII - Soccsksargen,Grade 6,Female
"29,808",2020-2021,CARAGA - CARAGA,Grade 6,Female
"34,470",2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 6,Female
"15,715",2020-2021,CAR - Cordillera Administrative Region,Grade 6,Female
"88,938",2020-2021,NCR - National Capital Region,Grade 6,Female
"46,624",2016-2017,Region I - Ilocos Region,Grade 7,Male
"29,653",2016-2017,Region II - Cagayan Valley,Grade 7,Male
"96,265",2016-2017,Region III - Central Luzon,Grade 7,Male
"117,662",2016-2017,Region IV-A - CALABARZON,Grade 7,Male
"32,252",2016-2017,Region IV-B - MIMAROPA,Grade 7,Male
"69,109",2016-2017,Region V - Bicol Region,Grade 7,Male
"73,403",2016-2017,Region VI - Western Visayas,Grade 7,Male
"73,162",2016-2017,Region VII - Central Visayas,Grade 7,Male
"51,753",2016-2017,Region VIII - Eastern Visayas,Grade 7,Male
"37,936",2016-2017,Region IX - Zamboanga Peninsula,Grade 7,Male
"40,831",2016-2017,Region X - Northern Mindanao,Grade 7,Male
"47,241",2016-2017,Region XI - Davao Region,Grade 7,Male
"41,084",2016-2017,Region XII - Soccsksargen,Grade 7,Male
"27,850",2016-2017,CARAGA - CARAGA,Grade 7,Male
"18,728",2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Male
"14,520",2016-2017,CAR - Cordillera Administrative Region,Grade 7,Male
"95,002",2016-2017,NCR - National Capital Region,Grade 7,Male
"42,663",2016-2017,Region I - Ilocos Region,Grade 7,Female
"28,180",2016-2017,Region II - Cagayan Valley,Grade 7,Female
"90,099",2016-2017,Region III - Central Luzon,Grade 7,Female
"111,641",2016-2017,Region IV-A - CALABARZON,Grade 7,Female
"30,183",2016-2017,Region IV-B - MIMAROPA,Grade 7,Female
"65,085",2016-2017,Region V - Bicol Region,Grade 7,Female
"69,006",2016-2017,Region VI - Western Visayas,Grade 7,Female
"68,558",2016-2017,Region VII - Central Visayas,Grade 7,Female
"48,318",2016-2017,Region VIII - Eastern Visayas,Grade 7,Female
"36,956",2016-2017,Region IX - Zamboanga Peninsula,Grade 7,Female
"39,404",2016-2017,Region X - Northern Mindanao,Grade 7,Female
"46,221",2016-2017,Region XI - Davao Region,Grade 7,Female
"40,899",2016-2017,Region XII - Soccsksargen,Grade 7,Female
"26,986",2016-2017,CARAGA - CARAGA,Grade 7,Female
"22,643",2016-2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Female
"12,911",2016-2017,CAR - Cordillera Administrative Region,Grade 7,Female
"89,952",2016-2017,NCR - National Capital Region,Grade 7,Female
"47,626",2017-2018,Region I - Ilocos Region,Grade 7,Male
"30,921",2017-2018,Region II - Cagayan Valley,Grade 7,Male
"96,480",2017-2018,Region III - Central Luzon,Grade 7,Male
"123,889",2017-2018,Region IV-A - CALABARZON,Grade 7,Male
"34,436",2017-2018,Region IV-B - MIMAROPA,Grade 7,Male
"73,795",2017-2018,Region V - Bicol Region,Grade 7,Male
"80,017",2017-2018,Region VI - Western Visayas,Grade 7,Male
"74,985",2017-2018,Region VII - Central Visayas,Grade 7,Male
"53,690",2017-2018,Region VIII - Eastern Visayas,Grade 7,Male
"41,449",2017-2018,Region IX - Zamboanga Peninsula,Grade 7,Male
"43,902",2017-2018,Region X - Northern Mindanao,Grade 7,Male
"51,141",2017-2018,Region XI - Davao Region,Grade 7,Male
"45,271",2017-2018,Region XII - Soccsksargen,Grade 7,Male
"29,946",2017-2018,CARAGA - CARAGA,Grade 7,Male
"19,125",2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Male
"14,725",2017-2018,CAR - Cordillera Administrative Region,Grade 7,Male
"96,230",2017-2018,NCR - National Capital Region,Grade 7,Male
"43,949",2017-2018,Region I - Ilocos Region,Grade 7,Female
"28,819",2017-2018,Region II - Cagayan Valley,Grade 7,Female
"90,656",2017-2018,Region III - Central Luzon,Grade 7,Female
"115,848",2017-2018,Region IV-A - CALABARZON,Grade 7,Female
"32,349",2017-2018,Region IV-B - MIMAROPA,Grade 7,Female
"67,680",2017-2018,Region V - Bicol Region,Grade 7,Female
"74,587",2017-2018,Region VI - Western Visayas,Grade 7,Female
"70,703",2017-2018,Region VII - Central Visayas,Grade 7,Female
"49,764",2017-2018,Region VIII - Eastern Visayas,Grade 7,Female
"39,594",2017-2018,Region IX - Zamboanga Peninsula,Grade 7,Female
"42,739",2017-2018,Region X - Northern Mindanao,Grade 7,Female
"48,930",2017-2018,Region XI - Davao Region,Grade 7,Female
"44,815",2017-2018,Region XII - Soccsksargen,Grade 7,Female
"28,126",2017-2018,CARAGA - CARAGA,Grade 7,Female
"21,634",2017-2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Female
"13,131",2017-2018,CAR - Cordillera Administrative Region,Grade 7,Female
"91,226",2017-2018,NCR - National Capital Region,Grade 7,Female
"50,959",2018-2019,Region I - Ilocos Region,Grade 7,Male
"34,406",2018-2019,Region II - Cagayan Valley,Grade 7,Male
"104,799",2018-2019,Region III - Central Luzon,Grade 7,Male
"139,254",2018-2019,Region IV-A - CALABARZON,Grade 7,Male
"37,235",2018-2019,Region IV-B - MIMAROPA,Grade 7,Male
"83,040",2018-2019,Region V - Bicol Region,Grade 7,Male
"94,539",2018-2019,Region VI - Western Visayas,Grade 7,Male
"89,913",2018-2019,Region VII - Central Visayas,Grade 7,Male
"56,427",2018-2019,Region VIII - Eastern Visayas,Grade 7,Male
"49,237",2018-2019,Region IX - Zamboanga Peninsula,Grade 7,Male
"49,960",2018-2019,Region X - Northern Mindanao,Grade 7,Male
"57,727",2018-2019,Region XI - Davao Region,Grade 7,Male
"49,829",2018-2019,Region XII - Soccsksargen,Grade 7,Male
"31,399",2018-2019,CARAGA - CARAGA,Grade 7,Male
"21,135",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Male
"15,986",2018-2019,CAR - Cordillera Administrative Region,Grade 7,Male
"101,613",2018-2019,NCR - National Capital Region,Grade 7,Male
"45,061",2018-2019,Region I - Ilocos Region,Grade 7,Female
"31,631",2018-2019,Region II - Cagayan Valley,Grade 7,Female
"96,174",2018-2019,Region III - Central Luzon,Grade 7,Female
"126,123",2018-2019,Region IV-A - CALABARZON,Grade 7,Female
"33,257",2018-2019,Region IV-B - MIMAROPA,Grade 7,Female
"71,858",2018-2019,Region V - Bicol Region,Grade 7,Female
"82,321",2018-2019,Region VI - Western Visayas,Grade 7,Female
"80,093",2018-2019,Region VII - Central Visayas,Grade 7,Female
"50,412",2018-2019,Region VIII - Eastern Visayas,Grade 7,Female
"45,123",2018-2019,Region IX - Zamboanga Peninsula,Grade 7,Female
"46,901",2018-2019,Region X - Northern Mindanao,Grade 7,Female
"54,059",2018-2019,Region XI - Davao Region,Grade 7,Female
"47,918",2018-2019,Region XII - Soccsksargen,Grade 7,Female
"28,993",2018-2019,CARAGA - CARAGA,Grade 7,Female
"24,037",2018-2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Female
"13,945",2018-2019,CAR - Cordillera Administrative Region,Grade 7,Female
"94,417",2018-2019,NCR - National Capital Region,Grade 7,Female
"49,397",2019-2020,Region I - Ilocos Region,Grade 7,Male
"32,967",2019-2020,Region II - Cagayan Valley,Grade 7,Male
"103,173",2019-2020,Region III - Central Luzon,Grade 7,Male
"131,990",2019-2020,Region IV-A - CALABARZON,Grade 7,Male
"33,551",2019-2020,Region IV-B - MIMAROPA,Grade 7,Male
"70,051",2019-2020,Region V - Bicol Region,Grade 7,Male
"82,041",2019-2020,Region VI - Western Visayas,Grade 7,Male
"77,829",2019-2020,Region VII - Central Visayas,Grade 7,Male
"52,553",2019-2020,Region VIII - Eastern Visayas,Grade 7,Male
"42,687",2019-2020,Region IX - Zamboanga Peninsula,Grade 7,Male
"46,798",2019-2020,Region X - Northern Mindanao,Grade 7,Male
"53,169",2019-2020,Region XI - Davao Region,Grade 7,Male
"47,407",2019-2020,Region XII - Soccsksargen,Grade 7,Male
"29,171",2019-2020,CARAGA - CARAGA,Grade 7,Male
"22,451",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Male
"14,726",2019-2020,CAR - Cordillera Administrative Region,Grade 7,Male
"98,962",2019-2020,NCR - National Capital Region,Grade 7,Male
"44,205",2019-2020,Region I - Ilocos Region,Grade 7,Female
"30,428",2019-2020,Region II - Cagayan Valley,Grade 7,Female
"94,934",2019-2020,Region III - Central Luzon,Grade 7,Female
"120,921",2019-2020,Region IV-A - CALABARZON,Grade 7,Female
"30,864",2019-2020,Region IV-B - MIMAROPA,Grade 7,Female
"62,242",2019-2020,Region V - Bicol Region,Grade 7,Female
"73,961",2019-2020,Region VI - Western Visayas,Grade 7,Female
"69,917",2019-2020,Region VII - Central Visayas,Grade 7,Female
"46,206",2019-2020,Region VIII - Eastern Visayas,Grade 7,Female
"39,498",2019-2020,Region IX - Zamboanga Peninsula,Grade 7,Female
"43,970",2019-2020,Region X - Northern Mindanao,Grade 7,Female
"49,360",2019-2020,Region XI - Davao Region,Grade 7,Female
"45,341",2019-2020,Region XII - Soccsksargen,Grade 7,Female
"27,057",2019-2020,CARAGA - CARAGA,Grade 7,Female
"24,587",2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Grade 7,Female
"13,054",2019-2020,CAR - Cordillera Administrative Region,Grade 7,Female
"92,090",2019-2020,NCR - National Capital Region,Grade 7,Female
"48,572",2020-2021,Region I - Ilocos Region,Grade 7,Male
"34,320",2020-2021,Region II - Cagayan Valley,Grade 7,Male
"99,686",2020-2021,Region III - Central Luzon,Grade 7,Male
"125,767",2020-2021,Region IV-A - CALABARZON,Grade 7,Male
"31,304",2020-2021,Region IV-B - MIMAROPA,Grade 7,Male
"56,478",2020-2021,Region V - Bicol Region,Grade 7,Male
"79,318",2020-2021,Region VI - Western Visayas,Grade 7,Male
"71,552",2020-2021,Region VII - Central Visayas,Grade 7,Male
"50,485",2020-2021,Region VIII - Eastern Visayas,Grade 7,Male
"40,121",2020-2021,Region IX - Zamboanga Peninsula,Grade 7,Male
"43,661",2020-2021,Region X - Northern Mindanao,Grade 7,Male
